type,label,volume_m^3,volume_mm^3
corridor,corridor.043,0.08113015552554914,81130155.52554914
corridor,corridor.044,0.0001943720764622935,194372.0764622935
corridor,corridor.045,8.456648345203252e-05,84566.48345203252
corridor,corridor.046,5.411929703899903e-06,5411.929703899903
corridor,corridor.047,3.3225901344535624e-05,33225.901344535625
corridor,corridor.048,3.218842714694444e-05,32188.42714694444
corridor,corridor.049,1.0007896602477573e-06,1000.7896602477573
corridor,corridor.050,0.00013232125643194764,132321.25643194764
corridor,corridor.051,0.0003519441787397266,351944.1787397266
corridor,corridor.052,0.00022931278018826514,229312.78018826514
corridor,corridor.053,2.4000053152451083e-06,2400.0053152451082
corridor,corridor.054,0.0003519441787397266,351944.1787397266
corridor,corridor.055,2.2942920536917195e-05,22942.920536917194
corridor,corridor.056,2.4000053152451083e-06,2400.0053152451082
corridor,corridor.057,2.800004609649295e-06,2800.004609649295
corridor,corridor.058,3.179691085436851e-05,31796.91085436851
corridor,corridor.059,1.4601443328918782e-05,14601.443328918782
corridor,corridor.060,6.118919719233777e-06,6118.919719233777
corridor,corridor.061,1.0111838362174589e-05,10111.838362174589
corridor,corridor.062,0.0003519441787397266,351944.1787397266
corridor,corridor.063,0.00022931278018826514,229312.78018826514
corridor,corridor.064,2.2942920536917195e-05,22942.920536917194
corridor,corridor.065,2.2942920536917195e-05,22942.920536917194
corridor,corridor.066,0.0001684998881066377,168499.8881066377
corridor,corridor.067,0.00010992491781804029,109924.9178180403
corridor,corridor.068,0.00012160420702742004,121604.20702742004
corridor,corridor.069,7.398845321948569e-05,73988.45321948569
corridor,corridor.070,3.3599999907606307e-06,3359.9999907606307
corridor,corridor.071,0.00018850104282149997,188501.04282149998
corridor,corridor.072,0.00010992491781804029,109924.9178180403
corridor,corridor.073,0.00017167224116375503,171672.24116375504
corridor,corridor.074,3.920001379996442e-06,3920.0013799964418
corridor,corridor.075,0.00012160420702742004,121604.20702742004
corridor,corridor.076,5.894393383106605e-06,5894.393383106605
corridor,corridor.077,9.999998817663264e-07,999.9998817663264
corridor,corridor.078,1.0533091082638511e-05,10533.091082638512
corridor,corridor.079,2.4000053152451083e-06,2400.0053152451082
corridor,corridor.080,3.179691085436851e-05,31796.91085436851
corridor,corridor.081,0.09850908444623702,98509084.44623701
corridor,corridor.082,5.759995398186237e-06,5759.995398186236
corridor,corridor.083,3.0000017880796696e-06,3000.0017880796695
corridor,corridor.084,7.425000387818638e-05,74250.00387818637
corridor,corridor.085,0.00022996497193233204,229964.97193233203
corridor,corridor.086,3.9919588382568465e-05,39919.588382568465
corridor,corridor.087,1.4601443328918782e-05,14601.443328918782
corridor,corridor.088,3.218842714694444e-05,32188.42714694444
corridor,corridor.089,6.513868196342395e-07,651.3868196342395
corridor,corridor.090,0.0001662460084884942,166246.00848849418
corridor,corridor.091,0.00022996497193233204,229964.97193233203
corridor,corridor.092,5.411929703899903e-06,5411.929703899903
corridor,corridor.093,1.4601443328918782e-05,14601.443328918782
corridor,corridor.094,4.634627460039391e-06,4634.627460039391
corridor,corridor.095,5.3558385277311906e-08,53.558385277311906
corridor,corridor.096,3.359998537898037e-06,3359.9985378980373
corridor,corridor.097,2.2942920536917195e-05,22942.920536917194
corridor,corridor.098,4.5454027808508265e-05,45454.02780850827
corridor,corridor.099,0.00012160420702742004,121604.20702742004
corridor,corridor.100,1.0000009983448806e-07,100.00009983448805
corridor,corridor.101,3.598790439814814e-05,35987.90439814814
corridor,corridor.102,9.72499871141259e-05,97249.9871141259
corridor,corridor.103,8.874978231116744e-05,88749.78231116744
corridor,corridor.104,7.398845321948569e-05,73988.45321948569
corridor,corridor.105,4.5454027808508265e-05,45454.02780850827
corridor,corridor.106,3.0343708751655957e-05,30343.70875165596
corridor,corridor.107,1.4819670595556515e-05,14819.670595556516
corridor,corridor.108,0.09850908444623702,98509084.44623701
corridor,corridor.109,0.00022931278018826514,229312.78018826514
corridor,corridor.110,0.00010992491781804029,109924.9178180403
corridor,corridor.111,7.425000387818638e-05,74250.00387818637
corridor,corridor.112,3.750013835088105e-07,375.00138350881053
corridor,corridor.113,1.200002671592455e-06,1200.002671592455
corridor,corridor.114,3.3225901344535624e-05,33225.901344535625
corridor,corridor.115,3.6234600841131974e-05,36234.60084113197
corridor,corridor.116,3.598790439814814e-05,35987.90439814814
corridor,corridor.117,0.00020597728899170194,205977.28899170193
corridor,corridor.118,2.4000053152451083e-06,2400.0053152451082
corridor,corridor.119,7.398845321948569e-05,73988.45321948569
corridor,corridor.120,1.8327203072687466e-05,18327.203072687465
corridor,corridor.121,1.8327203072687466e-05,18327.203072687465
corridor,corridor.122,1.5168043017243821e-05,15168.043017243821
corridor,corridor.123,0.0003649726139055511,364972.6139055511
corridor,corridor.124,0.00011989730062042506,119897.30062042506
corridor,corridor.125,3.749997290054628e-07,374.9997290054628
corridor,corridor.126,4.11411195050915e-05,41141.119505091505
corridor,corridor.127,1.370621488622041e-05,13706.21488622041
corridor,corridor.128,2.4000053152451083e-06,2400.0053152451082
corridor,corridor.129,1.048720950299224e-07,104.8720950299224
corridor,corridor.130,6.68665959793943e-07,668.665959793943
corridor,corridor.131,3.749999908359512e-07,374.99999083595117
corridor,corridor.132,1.716000511440887e-06,1716.000511440887
corridor,corridor.133,6.0490845452480965e-05,60490.845452480964
corridor,corridor.134,1.200002671592455e-06,1200.002671592455
corridor,corridor.135,0.0001943720764622935,194372.0764622935
corridor,corridor.136,2.1495566965520247e-06,2149.5566965520247
corridor,corridor.137,2.6584319614844554e-06,2658.4319614844553
corridor,corridor.138,0.0003649726139055511,364972.6139055511
corridor,corridor.139,0.0003519441787397266,351944.1787397266
corridor,corridor.140,0.08113015552554914,81130155.52554914
corridor,corridor.141,2.4000053152451083e-06,2400.0053152451082
corridor,corridor.142,1.6199987330668632e-06,1619.9987330668632
corridor,corridor.143,6.0900009734283464e-06,6090.000973428347
corridor,corridor.144,0.00011909041322249081,119090.41322249081
corridor,corridor.145,3.478054442399015e-05,34780.544423990155
corridor,corridor.146,0.00012075981288360296,120759.81288360296
corridor,corridor.147,0.00018181572802307907,181815.72802307908
corridor,corridor.148,8.340830222048965e-05,83408.30222048966
corridor,corridor.149,1.8327203072687466e-05,18327.203072687465
corridor,corridor.150,4.167589025272822e-06,4167.589025272821
corridor,corridor.151,0.0003519441787397266,351944.1787397266
corridor,corridor.152,1.4601443328918782e-05,14601.443328918782
corridor,corridor.153,2.4000053152451083e-06,2400.0053152451082
corridor,corridor.154,4.488188567493736e-06,4488.188567493736
corridor,corridor.155,0.0001975600518271203,197560.0518271203
corridor,corridor.156,7.44960155657613e-05,74496.01556576129
corridor,corridor.157,5.400002061756777e-06,5400.002061756777
corridor,corridor.158,4.2497775618532084e-05,42497.77561853208
corridor,corridor.159,2.4152198608922283e-06,2415.219860892228
corridor,corridor.160,1.2951229180462932e-05,12951.229180462933
corridor,corridor.161,7.87147560029704e-05,78714.75600297039
corridor,corridor.162,2.5952907668818143e-05,25952.90766881814
corridor,corridor.163,3.1500002310210474e-05,31500.002310210475
corridor,corridor.164,4.800001970486522e-07,480.00019704865224
corridor,corridor.165,3.598790439814814e-05,35987.90439814814
corridor,corridor.166,7.227227446488817e-05,72272.27446488816
corridor,corridor.167,2.2942920536917195e-05,22942.920536917194
corridor,corridor.168,0.00016241067352638024,162410.67352638024
corridor,corridor.169,7.342327427694247e-05,73423.27427694247
corridor,corridor.170,0.00017459138610830617,174591.38610830618
corridor,corridor.171,3.5999991409760023e-06,3599.9991409760023
corridor,corridor.172,1.200002671592455e-06,1200.002671592455
corridor,corridor.173,0.00014072186450983143,140721.86450983144
corridor,corridor.174,6.68665959793943e-07,668.665959793943
corridor,corridor.175,3.7499785524829e-07,374.99785524828997
corridor,corridor.176,0.00012160420702742004,121604.20702742004
corridor,corridor.177,8.98857957896306e-05,89885.7957896306
corridor,corridor.178,2.8518360978017724e-05,28518.360978017725
corridor,corridor.179,1.8327203072687466e-05,18327.203072687465
corridor,corridor.180,9.999992834140007e-07,999.9992834140007
corridor,corridor.181,2.7560643505525884e-05,27560.643505525884
corridor,corridor.182,0.00012160420702742004,121604.20702742004
corridor,corridor.183,3.3225901344535624e-05,33225.901344535625
corridor,corridor.184,6.114392336799152e-06,6114.392336799152
corridor,corridor.185,2.1000001658724303e-06,2100.0001658724304
corridor,corridor.186,4.634627460039391e-06,4634.627460039391
corridor,corridor.187,0.00012160420702742004,121604.20702742004
corridor,corridor.188,0.0003649726139055511,364972.6139055511
corridor,corridor.189,0.0001077515326064435,107751.5326064435
corridor,corridor.190,0.08113015552554914,81130155.52554914
corridor,corridor.191,3.429623273640551e-05,34296.23273640551
corridor,corridor.192,0.0003519441787397266,351944.1787397266
corridor,corridor.193,3.0343708751655957e-05,30343.70875165596
corridor,corridor.194,0.00012160420702742004,121604.20702742004
corridor,corridor.195,3.920001379996442e-06,3920.0013799964418
corridor,corridor.196,0.00021857147499962018,218571.47499962017
corridor,corridor.197,3.4294088866551766e-06,3429.4088866551765
corridor,corridor.198,0.0001732447275055241,173244.72750552412
corridor,corridor.199,0.00022931278018826514,229312.78018826514
corridor,corridor.200,9.011920791554154e-05,90119.20791554154
corridor,corridor.201,0.00020597728899170194,205977.28899170193
corridor,corridor.202,6.4960011107832574e-06,6496.001110783257
corridor,corridor.203,1.2000006273388723e-06,1200.0006273388722
corridor,corridor.204,0.00012160420702742004,121604.20702742004
corridor,corridor.205,1.0132357983528456e-08,10.132357983528456
corridor,corridor.206,0.08113015552554914,81130155.52554914
corridor,corridor.207,7.367218449619256e-05,73672.18449619255
corridor,corridor.208,0.00046721895132858414,467218.95132858417
corridor,corridor.209,5.3558385277311906e-08,53.558385277311906
corridor,corridor.210,1.4139028831485488e-05,14139.028831485488
corridor,corridor.211,0.00012160420702742004,121604.20702742004
corridor,corridor.212,1.200002671592455e-06,1200.002671592455
corridor,corridor.213,9.72499871141259e-05,97249.9871141259
corridor,corridor.214,0.00022931278018826514,229312.78018826514
corridor,corridor.215,1.7695954526860218e-05,17695.95452686022
corridor,corridor.216,3.8400002365508476e-05,38400.00236550847
corridor,corridor.217,4.4166923726904465e-06,4416.692372690446
corridor,corridor.218,1.8115968844645625e-05,18115.968844645624
corridor,corridor.219,4.0904229230639516e-05,40904.22923063952
corridor,corridor.220,5.411929703899903e-06,5411.929703899903
corridor,corridor.221,5.985409099113835e-06,5985.409099113835
corridor,corridor.222,0.09850908444623702,98509084.44623701
corridor,corridor.223,1.1075744179320012e-05,11075.744179320012
corridor,corridor.224,0.00010018977868573514,100189.77868573515
corridor,corridor.225,1.1013943812606379e-09,1.101394381260638
corridor,corridor.226,0.00012160420702742004,121604.20702742004
corridor,corridor.227,2.4327090426311705e-05,24327.090426311705
corridor,corridor.228,0.00022996497193233204,229964.97193233203
corridor,corridor.229,3.0343708751655957e-05,30343.70875165596
corridor,corridor.230,0.0001732447275055241,173244.72750552412
corridor,corridor.231,0.0003519441787397266,351944.1787397266
corridor,corridor.232,2.4000053152451083e-06,2400.0053152451082
corridor,corridor.233,1.0111838362174589e-05,10111.838362174589
corridor,corridor.234,4.5454027808508265e-05,45454.02780850827
corridor,corridor.235,1.0533091082638511e-05,10533.091082638512
corridor,corridor.236,1.200002671592455e-06,1200.002671592455
corridor,corridor.237,0.0003519441787397266,351944.1787397266
corridor,corridor.238,5.3558385277311906e-08,53.558385277311906
corridor,corridor.239,2.7530656684225406e-06,2753.0656684225405
corridor,corridor.240,0.00014072186450983143,140721.86450983144
corridor,corridor.241,5.3558385277311906e-08,53.558385277311906
corridor,corridor.242,0.00046061257978148335,460612.57978148333
corridor,corridor.243,0.0003519441787397266,351944.1787397266
corridor,corridor.244,0.0003649726139055511,364972.6139055511
corridor,corridor.245,0.00020597728899170194,205977.28899170193
corridor,corridor.246,0.0001943720764622935,194372.0764622935
corridor,corridor.247,2.4999971548102754e-07,249.99971548102755
corridor,corridor.248,0.00022931278018826514,229312.78018826514
corridor,corridor.249,3.1500002310210474e-05,31500.002310210475
corridor,corridor.250,6.68665959793943e-07,668.665959793943
corridor,corridor.251,4.000000898588556e-05,40000.00898588556
corridor,corridor.252,6.999999297782773e-07,699.9999297782773
corridor,corridor.253,0.00011989730062042506,119897.30062042506
corridor,corridor.254,0.0003519441787397266,351944.1787397266
corridor,corridor.255,4.11411195050915e-05,41141.119505091505
corridor,corridor.256,0.0001662460084884942,166246.00848849418
corridor,corridor.257,4.634627460039391e-06,4634.627460039391
corridor,corridor.258,0.00011989730062042506,119897.30062042506
corridor,corridor.259,0.00022931278018826514,229312.78018826514
corridor,corridor.260,0.0001732447275055241,173244.72750552412
corridor,corridor.261,4.167589025272822e-06,4167.589025272821
corridor,corridor.262,0.00022931278018826514,229312.78018826514
corridor,corridor.263,3.251115543368455e-05,32511.155433684547
corridor,corridor.264,0.0003519441787397266,351944.1787397266
corridor,corridor.265,2.399997790157713e-06,2399.997790157713
corridor,corridor.266,0.00012160420702742004,121604.20702742004
corridor,corridor.267,1.8115968844645625e-05,18115.968844645624
corridor,corridor.268,0.00012160420702742004,121604.20702742004
corridor,corridor.269,1.919999911167005e-06,1919.999911167005
corridor,corridor.270,0.00010992491781804029,109924.9178180403
corridor,corridor.271,6.025947390506842e-06,6025.947390506842
corridor,corridor.272,3.379999649029033e-06,3379.999649029033
corridor,corridor.273,5.4073151053008415e-06,5407.315105300841
corridor,corridor.274,1.2564061244964602e-05,12564.061244964601
corridor,corridor.275,0.00012160420702742004,121604.20702742004
corridor,corridor.276,2.4000013664365226e-06,2400.001366436523
corridor,corridor.277,0.0001943720764622935,194372.0764622935
corridor,corridor.278,1.0111838362174589e-05,10111.838362174589
corridor,corridor.279,1.2000012117987942e-06,1200.0012117987942
corridor,corridor.280,0.0003519441787397266,351944.1787397266
corridor,corridor.281,4.445998741951631e-06,4445.998741951631
corridor,corridor.282,1.8327203072687466e-05,18327.203072687465
corridor,corridor.283,0.0003649726139055511,364972.6139055511
corridor,corridor.284,0.00018850104282149997,188501.04282149998
corridor,corridor.285,7.227227446488817e-05,72272.27446488816
corridor,corridor.286,1.200002671592455e-06,1200.002671592455
corridor,corridor.287,0.00017167224116375503,171672.24116375504
corridor,corridor.288,3.774757083368657e-05,37747.57083368657
corridor,corridor.289,4.089042575140714e-05,40890.42575140714
corridor,corridor.290,2.4620090025388618e-05,24620.090025388618
corridor,corridor.291,4.5454027808508265e-05,45454.02780850827
corridor,corridor.292,9.847324917240719e-06,9847.324917240718
corridor,corridor.293,5.411929703899903e-06,5411.929703899903
corridor,corridor.294,0.0004676399212888967,467639.9212888967
corridor,corridor.295,0.00022399781975570568,223997.81975570568
corridor,corridor.296,0.00012160420702742004,121604.20702742004
corridor,corridor.297,0.00011989730062042506,119897.30062042506
corridor,corridor.298,2.2609118195016803e-06,2260.9118195016804
corridor,corridor.299,3.179691085436851e-05,31796.91085436851
corridor,corridor.300,0.00022399781975570568,223997.81975570568
corridor,corridor.301,0.0003519441787397266,351944.1787397266
corridor,corridor.302,0.00011909041322249081,119090.41322249081
corridor,corridor.303,1.0080000048926803e-06,1008.0000048926803
corridor,corridor.304,5.843110825810925e-06,5843.110825810925
corridor,corridor.305,0.0001943720764622935,194372.0764622935
corridor,corridor.306,4.634627460039391e-06,4634.627460039391
corridor,corridor.307,3.39587762801485e-05,33958.7762801485
corridor,corridor.308,0.00011909041322249081,119090.41322249081
corridor,corridor.309,4.634627460039391e-06,4634.627460039391
corridor,corridor.310,1.8327203072687466e-05,18327.203072687465
corridor,corridor.311,7.882476881772127e-05,78824.76881772127
corridor,corridor.312,2.0629434626399825e-08,20.629434626399824
corridor,corridor.313,2.5079999334444492e-06,2507.999933444449
corridor,corridor.314,1.2861803797584826e-07,128.61803797584827
corridor,corridor.315,3.964358688639206e-05,39643.586886392055
corridor,corridor.316,1.4601443328918782e-05,14601.443328918782
corridor,corridor.317,4.454755413889507e-06,4454.755413889507
corridor,corridor.318,2.9999965857719645e-06,2999.9965857719644
corridor,corridor.319,8.279983507755808e-07,827.9983507755809
corridor,corridor.320,3.179691085436851e-05,31796.91085436851
corridor,corridor.321,2.8032622645394037e-10,0.28032622645394034
corridor,corridor.322,4.2497775618532084e-05,42497.77561853208
corridor,corridor.323,1.200002671592455e-06,1200.002671592455
corridor,corridor.324,2.0113409187612735e-06,2011.3409187612735
corridor,corridor.325,7.148866820576348e-05,71488.66820576349
corridor,corridor.326,0.00011380393509853274,113803.93509853273
corridor,corridor.327,1.0111838362174589e-05,10111.838362174589
corridor,corridor.328,8.149503079981427e-06,8149.503079981427
corridor,corridor.329,2.4000053152451083e-06,2400.0053152451082
corridor,corridor.330,3.58880861748197e-05,35888.0861748197
corridor,corridor.331,3.6234600841131974e-05,36234.60084113197
corridor,corridor.332,0.00022931278018826514,229312.78018826514
corridor,corridor.333,1.531411135432771e-05,15314.111354327708
corridor,corridor.334,1.8335635980805588e-08,18.335635980805588
corridor,corridor.335,2.7640639919245956e-05,27640.639919245958
corridor,corridor.336,0.09850908444623702,98509084.44623701
corridor,corridor.337,4.11411195050915e-05,41141.119505091505
corridor,corridor.338,1.9200004568112096e-06,1920.0004568112097
corridor,corridor.339,0.00010018977868573514,100189.77868573515
corridor,corridor.340,2.1495983231410573e-06,2149.5983231410573
corridor,corridor.341,7.87147560029704e-05,78714.75600297039
corridor,corridor.342,4.11411195050915e-05,41141.119505091505
corridor,corridor.343,4.02622600681888e-05,40262.2600681888
corridor,corridor.344,2.4620090025388618e-05,24620.090025388618
corridor,corridor.345,5.252276315117429e-06,5252.276315117429
corridor,corridor.346,0.00017167224116375503,171672.24116375504
corridor,corridor.347,4.634627460039391e-06,4634.627460039391
corridor,corridor.348,0.00012160420702742004,121604.20702742004
corridor,corridor.349,5.699999817230939e-06,5699.999817230939
corridor,corridor.350,9.72499871141259e-05,97249.9871141259
corridor,corridor.351,9.025714757280018e-05,90257.14757280018
corridor,corridor.352,7.227227446488817e-05,72272.27446488816
corridor,corridor.353,5.2322634854887205e-05,52322.634854887205
corridor,corridor.354,3.777291003673915e-08,37.77291003673915
corridor,corridor.355,0.00010198499245588338,101984.99245588337
corridor,corridor.356,2.4000013664365226e-06,2400.001366436523
corridor,corridor.357,8.874978231116744e-05,88749.78231116744
corridor,corridor.358,1.4601443328918782e-05,14601.443328918782
corridor,corridor.359,3.597651982397192e-06,3597.651982397192
corridor,corridor.360,1.9199983713578413e-06,1919.9983713578413
corridor,corridor.361,0.00011909041322249081,119090.41322249081
corridor,corridor.362,3.84000086745598e-06,3840.0008674559804
corridor,corridor.363,0.00012160420702742004,121604.20702742004
corridor,corridor.364,1.6857997347069783e-06,1685.7997347069784
corridor,corridor.365,2.2400009586245386e-06,2240.0009586245387
corridor,corridor.366,3.8400002365508476e-05,38400.00236550847
corridor,corridor.367,4.179999872430841e-06,4179.999872430841
corridor,corridor.368,0.00022931278018826514,229312.78018826514
corridor,corridor.369,3.7500005793466825e-07,375.00005793466823
corridor,corridor.370,2.4000053152451083e-06,2400.0053152451082
corridor,corridor.371,7.425000387818638e-05,74250.00387818637
corridor,corridor.372,1.6857997347069783e-06,1685.7997347069784
corridor,corridor.373,7.367218449619256e-05,73672.18449619255
corridor,corridor.374,0.08113015552554914,81130155.52554914
corridor,corridor.375,1.8327203072687466e-05,18327.203072687465
corridor,corridor.376,1.0886052630870019e-08,10.886052630870019
corridor,corridor.377,0.00022931278018826514,229312.78018826514
corridor,corridor.378,3.134606368203114e-05,31346.06368203114
corridor,corridor.379,0.00022931278018826514,229312.78018826514
corridor,corridor.380,0.00011909041322249081,119090.41322249081
corridor,corridor.381,3.6234600841131974e-05,36234.60084113197
corridor,corridor.382,2.480147662491973e-06,2480.147662491973
corridor,corridor.383,2.9999965857719645e-06,2999.9965857719644
corridor,corridor.384,0.00017167224116375503,171672.24116375504
corridor,corridor.385,1.200002671592455e-06,1200.002671592455
corridor,corridor.386,0.0001732447275055241,173244.72750552412
corridor,corridor.387,0.00013232125643194764,132321.25643194764
corridor,corridor.388,3.6234600841131974e-05,36234.60084113197
corridor,corridor.389,3.0343708751655957e-05,30343.70875165596
corridor,corridor.390,4.446000695284352e-06,4446.000695284352
corridor,corridor.391,0.00022931278018826514,229312.78018826514
corridor,corridor.392,1.200001189035641e-06,1200.001189035641
corridor,corridor.393,6.887782512004402e-06,6887.782512004402
corridor,corridor.394,5.3558385277311906e-08,53.558385277311906
corridor,corridor.395,0.0003649726139055511,364972.6139055511
corridor,corridor.396,0.000213129530893366,213129.530893366
corridor,corridor.397,3.1564293018174826e-05,31564.293018174827
corridor,corridor.398,1.2771382295916112e-05,12771.382295916112
corridor,corridor.399,2.8821138281712084e-05,28821.138281712083
corridor,corridor.400,3.960001268126635e-06,3960.001268126635
corridor,corridor.401,4.167589025272822e-06,4167.589025272821
corridor,corridor.402,7.123485414617365e-05,71234.85414617365
corridor,corridor.403,1.4601443328918782e-05,14601.443328918782
corridor,corridor.404,1.4601443328918782e-05,14601.443328918782
corridor,corridor.405,1.4601443328918782e-05,14601.443328918782
corridor,corridor.406,1.7023886425767256e-06,1702.3886425767255
corridor,corridor.407,1.0000001069247138e-06,1000.0001069247138
corridor,corridor.408,0.08113015552554914,81130155.52554914
corridor,corridor.409,0.00012160420702742004,121604.20702742004
corridor,corridor.410,0.0001975600518271203,197560.0518271203
corridor,corridor.411,2.1643530227522905e-05,21643.530227522904
corridor,corridor.412,0.00022931278018826514,229312.78018826514
corridor,corridor.413,0.00014072186450983143,140721.86450983144
corridor,corridor.414,0.00011909041322249081,119090.41322249081
corridor,corridor.415,0.00018850104282149997,188501.04282149998
corridor,corridor.416,0.00022272683018894596,222726.83018894595
corridor,corridor.417,4.167589025272822e-06,4167.589025272821
corridor,corridor.418,1.9200002791196723e-06,1920.0002791196723
corridor,corridor.419,7.500009383460744e-08,75.00009383460744
corridor,corridor.420,4.180533438346055e-06,4180.533438346055
corridor,corridor.421,0.00010992491781804029,109924.9178180403
corridor,corridor.422,3.179691085436851e-05,31796.91085436851
corridor,corridor.423,8.500000459563919e-07,850.0000459563919
corridor,corridor.424,0.00020597728899170194,205977.28899170193
corridor,corridor.425,0.0001732447275055241,173244.72750552412
corridor,corridor.426,1.0111838362174589e-05,10111.838362174589
corridor,corridor.427,9.970831218435187e-06,9970.831218435187
corridor,corridor.428,0.00012160420702742004,121604.20702742004
corridor,corridor.429,7.4250010292587545e-06,7425.001029258755
corridor,corridor.430,2.7630286572720203e-05,27630.286572720204
corridor,corridor.431,0.00010992491781804029,109924.9178180403
corridor,corridor.432,2.2402530573761555e-05,22402.530573761556
corridor,corridor.433,0.00020170940463635622,201709.40463635622
corridor,corridor.434,1.8327203072687466e-05,18327.203072687465
corridor,corridor.435,5.979682908742445e-06,5979.682908742445
corridor,corridor.436,4.42243795542877e-05,44224.3795542877
corridor,corridor.437,8.000017810616227e-06,8000.0178106162275
corridor,corridor.438,5.2322634854887205e-05,52322.634854887205
corridor,corridor.439,9.99999048188356e-07,999.9990481883561
corridor,corridor.440,9.247466272528778e-06,9247.466272528778
corridor,corridor.441,4.167589025272822e-06,4167.589025272821
corridor,corridor.442,0.00022931278018826514,229312.78018826514
corridor,corridor.443,0.00012160420702742004,121604.20702742004
corridor,corridor.444,5.3558385277311906e-08,53.558385277311906
corridor,corridor.445,5.2322634854887205e-05,52322.634854887205
corridor,corridor.446,0.00021857147499962018,218571.47499962017
corridor,corridor.447,0.0001975600518271203,197560.0518271203
corridor,corridor.448,4.634627460039391e-06,4634.627460039391
corridor,corridor.449,0.00028791404732195116,287914.04732195113
corridor,corridor.450,3.134606368203114e-05,31346.06368203114
corridor,corridor.451,5.411929703899903e-06,5411.929703899903
corridor,corridor.452,4.8498866469971255e-05,48498.86646997125
corridor,corridor.453,0.0001732447275055241,173244.72750552412
corridor,corridor.454,0.00011909041322249081,119090.41322249081
corridor,corridor.455,2.771418354494634e-05,27714.18354494634
corridor,corridor.456,4.67369064256265e-06,4673.690642562649
corridor,corridor.457,0.0003649726139055511,364972.6139055511
corridor,corridor.458,3.3599999907606307e-06,3359.9999907606307
corridor,corridor.459,0.0003493957072934036,349395.7072934036
corridor,corridor.460,0.0001732447275055241,173244.72750552412
corridor,corridor.461,1.6857997347069783e-06,1685.7997347069784
corridor,corridor.462,0.00017167224116375503,171672.24116375504
corridor,corridor.463,4.150570580129809e-05,41505.70580129809
corridor,corridor.464,4.11411195050915e-05,41141.119505091505
corridor,corridor.465,0.00012160420702742004,121604.20702742004
corridor,corridor.466,7.500002309740492e-06,7500.002309740492
corridor,corridor.467,1.0111838362174589e-05,10111.838362174589
corridor,corridor.468,1.200002671592455e-06,1200.002671592455
corridor,corridor.469,0.0003467290719083823,346729.0719083823
corridor,corridor.470,2.2942920536917195e-05,22942.920536917194
corridor,corridor.471,2.5952907668818143e-05,25952.90766881814
corridor,corridor.472,0.00011109996973632262,111099.96973632262
corridor,corridor.473,0.00018086618941625036,180866.18941625036
corridor,corridor.474,7.87147560029704e-05,78714.75600297039
corridor,corridor.475,0.0003649726139055511,364972.6139055511
corridor,corridor.476,1.6857997347069783e-06,1685.7997347069784
corridor,corridor.477,1.0111838362174589e-05,10111.838362174589
corridor,corridor.478,7.416483348515956e-05,74164.83348515956
corridor,corridor.479,2.3116012445961586e-06,2311.6012445961587
